"ID","Title","Created By","Created On","Estimate","Expected Result","Forecast","Goals","Mission","Preconditions","Priority","References","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Expected Result)","Steps (Step)","Suite","Suite ID","Template","Type","Updated By","Updated On"
"C4296","Соответствие фиксированных цен при добавлении в очередь таблице цен","na.erofeeva@mail.ru","12/3/2022 5:57 PM","","","","","","![](index.php?/attachments/get/4092)

Напитки: все позиции с фиксированным объемом","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 1, 3 юзкейса ""Юзкейс 1. Заказ напитка"" с максимально возможным количеством тестовых данных.

Тестовые данные брать по одному разу
Expected Result:
Цены напитков в очереди соответствуют ценам в приведенной таблице
2. Выполнить шаг 1 юзкейса ""Юзкейс 3. Удаление из очереди"" со всеми введенными тестовыми данными
Expected Result:
Все позиции удалятся из очереди
3. Выполнить шаги 1, 3 юзкейса ""Юзкейс 1. Заказ напитка"" с оставшимися тестовыми данными

Тестовые данные брать по одному разу
Expected Result:
Цены напитков в очереди соответствуют ценам в приведенной таблице","","1. Цены напитков в очереди соответствуют ценам в приведенной таблице
2. Все позиции удалятся из очереди
3. Цены напитков в очереди соответствуют ценам в приведенной таблице","1. Выполнить шаги 1, 3 юзкейса ""Юзкейс 1. Заказ напитка"" с максимально возможным количеством тестовых данных.

Тестовые данные брать по одному разу
2. Выполнить шаг 1 юзкейса ""Юзкейс 3. Удаление из очереди"" со всеми введенными тестовыми данными
3. Выполнить шаги 1, 3 юзкейса ""Юзкейс 1. Заказ напитка"" с оставшимися тестовыми данными

Тестовые данные брать по одному разу","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 4:41 PM"
"C4298","Nuka cola. До добавления в очередь. Нельзя выбрать меньше 0,2","na.erofeeva@mail.ru","12/4/2022 11:14 AM","","","","","","Выполнить шаг 2.1 юзкейса ""Юзкейс 1. Заказ напитка""

Тестовые данные:

- Напиток: nuka cola","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Попробовать сдвинуть бегунок влево
Expected Result:
Выбранный объем останется 0,2 л","","1. Выбранный объем останется 0,2 л","1. Попробовать сдвинуть бегунок влево","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 4:47 PM"
"C4330","Nuka cola. До добавления в очередь. V = 0,2","na.erofeeva@mail.ru","12/4/2022 3:45 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 0,2 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 4:39 PM"
"C4331","Nuka cola. До добавления в очередь. V = 0,3","na.erofeeva@mail.ru","12/4/2022 3:45 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 0,3 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:02 PM"
"C4332","Nuka cola. До добавления в очередь. V = 0,5","na.erofeeva@mail.ru","12/4/2022 3:45 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 0,5 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:03 PM"
"C4333","Nuka cola. До добавления в очередь. V = 0,6","na.erofeeva@mail.ru","12/4/2022 3:46 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 0,6 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:03 PM"
"C4334","Nuka cola. До добавления в очередь. V = 1.0","na.erofeeva@mail.ru","12/4/2022 3:46 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 1,0 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:04 PM"
"C4335","Nuka cola. До добавления в очередь. V = 1.1","na.erofeeva@mail.ru","12/4/2022 3:46 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 1,1 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:04 PM"
"C4336","Nuka cola. До добавления в очередь. V = 1.9","na.erofeeva@mail.ru","12/4/2022 3:47 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 1,9 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:12 PM"
"C4337","Slurm. До добавления в очередь. Нельзя выбрать меньше 0,2","na.erofeeva@mail.ru","12/4/2022 3:48 PM","","","","","","Выполнить шаг 2.1 юзкейса ""Юзкейс 1. Заказ напитка""

Тестовые данные:

- Напиток: slurm","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Попробовать сдвинуть бегунок влево
Expected Result:
Выбранный объем останется 0,2 л","","1. Выбранный объем останется 0,2 л","1. Попробовать сдвинуть бегунок влево","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:02 PM"
"C4338","Slurm. До добавления в очередь. V = 0,2","na.erofeeva@mail.ru","12/4/2022 3:48 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 0,2 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:04 PM"
"C4339","Slurm. До добавления в очередь. V = 0,3","na.erofeeva@mail.ru","12/4/2022 3:48 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 0,3 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:03 PM"
"C4340","Slurm. До добавления в очередь. V = 0,5","na.erofeeva@mail.ru","12/4/2022 3:48 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 0,5 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:03 PM"
"C4341","Slurm. До добавления в очередь. V = 0,6","na.erofeeva@mail.ru","12/4/2022 3:48 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 0,6 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:03 PM"
"C4342","Slurm. До добавления в очередь. V = 1.0","na.erofeeva@mail.ru","12/4/2022 3:48 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 1,0 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:03 PM"
"C4343","Slurm. До добавления в очередь. V = 1.1","na.erofeeva@mail.ru","12/4/2022 3:48 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 1,1 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:03 PM"
"C4344","Slurm. До добавления в очередь. V = 1.9","na.erofeeva@mail.ru","12/4/2022 3:48 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 1,9 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:03 PM"
"C4346","Nuka cola. После добавления в очередь. V = 0,2","na.erofeeva@mail.ru","12/4/2022 3:50 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 0,2 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:07 PM"
"C4347","Nuka cola. После добавления в очередь. V = 0,3","na.erofeeva@mail.ru","12/4/2022 3:50 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 0,3 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:07 PM"
"C4348","Nuka cola. После добавления в очередь. V = 0,5","na.erofeeva@mail.ru","12/4/2022 3:50 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 0,5 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:07 PM"
"C4349","Nuka cola. После добавления в очередь. V = 0,6","na.erofeeva@mail.ru","12/4/2022 3:50 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 0,6 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:07 PM"
"C4350","Nuka cola. После добавления в очередь. V = 1.0","na.erofeeva@mail.ru","12/4/2022 3:50 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 1,0 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:07 PM"
"C4351","Nuka cola. После добавления в очередь. V = 1.1","na.erofeeva@mail.ru","12/4/2022 3:50 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 1,1 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:08 PM"
"C4352","Nuka cola. После добавления в очередь. V = 1.9","na.erofeeva@mail.ru","12/4/2022 3:50 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 1,9 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:08 PM"
"C4354","Slurm. После добавления в очередь. V = 0,2","na.erofeeva@mail.ru","12/4/2022 3:50 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 0,2 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:09 PM"
"C4355","Slurm. После добавления в очередь. V = 0,3","na.erofeeva@mail.ru","12/4/2022 3:50 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 0,3 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:09 PM"
"C4356","Slurm. После добавления в очередь. V = 0,5","na.erofeeva@mail.ru","12/4/2022 3:50 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 0,5 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:09 PM"
"C4357","Slurm. После добавления в очередь. V = 0,6","na.erofeeva@mail.ru","12/4/2022 3:50 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 0,6 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:10 PM"
"C4358","Slurm. После добавления в очередь. V = 1.0","na.erofeeva@mail.ru","12/4/2022 3:50 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 1,0 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:10 PM"
"C4359","Slurm. После добавления в очередь. V = 1.1","na.erofeeva@mail.ru","12/4/2022 3:50 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 1,1 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:10 PM"
"C4360","Slurm. После добавления в очередь. V = 1.9","na.erofeeva@mail.ru","12/4/2022 3:50 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 1,9 л","Medium","","Соответствие цен напитков на розлив формулам","2","","Автомат с напитками > Erofeeva > Соответствие цен напитков на розлив формулам","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:10 PM"
